user_id,content_id,view_date,minutes_watched,device_type,was_completed
339,83,2024-11-01,79,Tablet,0
339,78,2024-11-01,32,Web,0
339,24,2024-11-01,87,Smart TV,0
218,106,2024-11-01,89,Tablet,0
218,42,2024-11-01,47,Web,0
218,118,2024-11-01,25,Web,0
471,184,2024-11-01,114,Smart TV,1
471,26,2024-11-01,88,Smart TV,0
471,115,2024-11-01,79,Tablet,0
471,177,2024-11-01,24,Tablet,0
245,31,2024-11-01,89,Web,0
245,73,2024-11-01,108,Tablet,1
245,129,2024-11-01,42,Web,0
826,75,2024-11-01,105,Tablet,1
826,141,2024-11-01,101,Mobile,1
826,142,2024-11-01,56,Mobile,0
826,196,2024-11-01,94,Tablet,0
330,123,2024-11-01,99,Tablet,1
330,137,2024-11-01,46,Web,0
22,117,2024-11-01,99,Smart TV,1
22,69,2024-11-01,50,Web,0
831,152,2024-11-01,22,Tablet,0
831,166,2024-11-01,24,Mobile,0
302,123,2024-11-01,93,Tablet,0
302,17,2024-11-01,61,Mobile,0
302,176,2024-11-01,118,Web,1
302,27,2024-11-01,20,Web,0
302,182,2024-11-01,31,Mobile,0
954,48,2024-11-01,113,Tablet,1
954,72,2024-11-01,93,Web,0
954,91,2024-11-01,33,Web,0
901,105,2024-11-01,39,Mobile,0
901,78,2024-11-01,44,Mobile,0
274,187,2024-11-01,24,Web,0
274,122,2024-11-01,91,Smart TV,0
67,197,2024-11-01,26,Tablet,0
510,20,2024-11-01,79,Tablet,0
321,117,2024-11-01,68,Web,0
321,39,2024-11-01,76,Mobile,0
321,27,2024-11-01,76,Smart TV,0
321,149,2024-11-01,107,Smart TV,1
321,153,2024-11-01,3,Tablet,0
98,68,2024-11-01,59,Tablet,0
98,37,2024-11-01,118,Web,1
98,121,2024-11-01,102,Mobile,1
98,122,2024-11-01,31,Web,0
780,189,2024-11-01,24,Mobile,0
780,200,2024-11-01,78,Smart TV,0
780,163,2024-11-01,5,Tablet,0
780,25,2024-11-01,44,Tablet,0
780,79,2024-11-01,41,Tablet,0
721,48,2024-11-01,30,Tablet,0
721,16,2024-11-01,21,Smart TV,0
721,24,2024-11-01,105,Mobile,1
597,52,2024-11-01,89,Smart TV,0
597,196,2024-11-01,58,Web,0
597,48,2024-11-01,113,Mobile,1
597,166,2024-11-01,35,Web,0
597,135,2024-11-01,46,Smart TV,0
541,138,2024-11-01,66,Mobile,0
798,67,2024-11-01,91,Tablet,0
798,83,2024-11-01,57,Tablet,0
798,11,2024-11-01,95,Web,0
798,179,2024-11-01,22,Tablet,0
798,48,2024-11-01,109,Web,1
939,64,2024-11-01,70,Smart TV,0
237,50,2024-11-01,90,Smart TV,0
237,148,2024-11-01,37,Mobile,0
237,113,2024-11-01,1,Smart TV,0
237,151,2024-11-01,33,Mobile,0
942,31,2024-11-01,51,Smart TV,0
942,149,2024-11-01,120,Smart TV,1
429,179,2024-11-01,9,Tablet,0
429,7,2024-11-01,4,Web,0
429,143,2024-11-01,111,Mobile,1
344,53,2024-11-01,65,Tablet,0
344,25,2024-11-01,93,Mobile,0
344,43,2024-11-01,96,Tablet,1
344,149,2024-11-01,55,Mobile,0
344,107,2024-11-01,120,Web,1
957,103,2024-11-01,79,Smart TV,0
957,98,2024-11-01,106,Web,1
957,168,2024-11-01,89,Smart TV,0
957,42,2024-11-01,50,Smart TV,0
348,189,2024-11-01,83,Tablet,0
348,109,2024-11-01,31,Tablet,0
348,135,2024-11-01,92,Tablet,0
348,107,2024-11-01,80,Smart TV,0
348,30,2024-11-01,58,Web,0
489,48,2024-11-01,49,Mobile,0
489,69,2024-11-01,47,Web,0
489,169,2024-11-01,40,Mobile,0
231,76,2024-11-01,117,Smart TV,1
231,42,2024-11-01,74,Smart TV,0
375,119,2024-11-02,42,Smart TV,0
59,15,2024-11-02,65,Web,0
59,68,2024-11-02,55,Smart TV,0
805,36,2024-11-02,59,Mobile,0
805,89,2024-11-02,31,Tablet,0
805,172,2024-11-02,96,Tablet,1
805,137,2024-11-02,21,Web,0
646,170,2024-11-02,36,Mobile,0
646,117,2024-11-02,91,Mobile,0
418,36,2024-11-02,62,Mobile,0
418,186,2024-11-02,51,Web,0
418,148,2024-11-02,25,Tablet,0
418,155,2024-11-02,41,Tablet,0
418,84,2024-11-02,81,Mobile,0
231,58,2024-11-02,2,Smart TV,0
231,5,2024-11-02,8,Mobile,0
560,116,2024-11-02,119,Mobile,1
560,90,2024-11-02,64,Tablet,0
560,4,2024-11-02,29,Web,0
311,71,2024-11-02,49,Mobile,0
311,121,2024-11-02,70,Web,0
144,199,2024-11-02,12,Tablet,0
144,45,2024-11-02,101,Web,1
407,168,2024-11-02,12,Web,0
407,189,2024-11-02,31,Web,0
406,75,2024-11-02,52,Mobile,0
43,96,2024-11-02,91,Mobile,0
43,25,2024-11-02,34,Web,0
43,21,2024-11-02,7,Mobile,0
43,63,2024-11-02,114,Mobile,1
346,25,2024-11-02,119,Tablet,1
346,101,2024-11-02,96,Web,1
318,177,2024-11-02,48,Web,0
228,152,2024-11-02,115,Web,1
228,118,2024-11-02,92,Tablet,0
228,104,2024-11-02,36,Smart TV,0
905,22,2024-11-02,80,Smart TV,0
905,139,2024-11-02,108,Web,1
905,74,2024-11-02,96,Smart TV,1
905,12,2024-11-02,46,Mobile,0
905,199,2024-11-02,16,Mobile,0
454,136,2024-11-02,12,Tablet,0
869,194,2024-11-02,86,Web,0
869,52,2024-11-02,109,Tablet,1
869,53,2024-11-02,62,Smart TV,0
869,153,2024-11-02,6,Smart TV,0
411,19,2024-11-02,37,Tablet,0
411,173,2024-11-02,52,Mobile,0
411,138,2024-11-02,22,Web,0
860,21,2024-11-02,77,Smart TV,0
860,136,2024-11-02,118,Mobile,1
860,112,2024-11-02,89,Smart TV,0
860,34,2024-11-02,9,Mobile,0
615,145,2024-11-02,71,Smart TV,0
615,67,2024-11-02,26,Tablet,0
615,149,2024-11-02,85,Smart TV,0
133,81,2024-11-02,57,Smart TV,0
431,122,2024-11-02,14,Smart TV,0
431,103,2024-11-02,108,Smart TV,1
431,10,2024-11-02,51,Tablet,0
431,103,2024-11-02,100,Mobile,1
431,63,2024-11-02,60,Tablet,0
202,75,2024-11-02,115,Smart TV,1
202,200,2024-11-02,53,Smart TV,0
202,60,2024-11-02,55,Mobile,0
202,144,2024-11-02,114,Tablet,1
202,192,2024-11-02,93,Tablet,0
872,50,2024-11-02,113,Mobile,1
398,175,2024-11-02,24,Tablet,0
398,174,2024-11-02,95,Tablet,0
398,86,2024-11-02,118,Tablet,1
398,184,2024-11-02,46,Web,0
285,112,2024-11-02,95,Tablet,0
285,141,2024-11-02,61,Web,0
285,178,2024-11-02,60,Smart TV,0
285,128,2024-11-02,108,Mobile,1
285,70,2024-11-02,119,Mobile,1
42,19,2024-11-02,41,Web,0
62,2,2024-11-02,96,Web,1
52,5,2024-11-02,2,Mobile,0
52,169,2024-11-02,26,Smart TV,0
52,85,2024-11-02,102,Tablet,1
774,134,2024-11-02,9,Tablet,0
774,189,2024-11-02,91,Web,0
385,139,2024-11-02,46,Mobile,0
385,50,2024-11-02,79,Mobile,0
385,199,2024-11-02,57,Tablet,0
385,67,2024-11-02,110,Smart TV,1
385,110,2024-11-02,25,Tablet,0
211,139,2024-11-02,10,Mobile,0
211,200,2024-11-02,54,Tablet,0
387,153,2024-11-02,42,Tablet,0
387,99,2024-11-02,8,Mobile,0
664,84,2024-11-02,83,Smart TV,0
664,85,2024-11-02,16,Mobile,0
664,104,2024-11-02,94,Tablet,0
664,189,2024-11-02,54,Smart TV,0
146,147,2024-11-02,63,Mobile,0
146,37,2024-11-02,94,Smart TV,0
146,145,2024-11-02,61,Smart TV,0
146,161,2024-11-02,118,Mobile,1
146,6,2024-11-02,70,Mobile,0
900,135,2024-11-02,101,Smart TV,1
900,90,2024-11-02,31,Mobile,0
900,154,2024-11-02,66,Smart TV,0
475,131,2024-11-02,24,Tablet,0
475,25,2024-11-02,38,Smart TV,0
814,1,2024-11-02,58,Smart TV,0
814,190,2024-11-02,8,Web,0
814,42,2024-11-02,63,Web,0
35,99,2024-11-02,110,Web,1
35,66,2024-11-02,53,Tablet,0
933,191,2024-11-02,69,Mobile,0
933,52,2024-11-02,80,Smart TV,0
933,149,2024-11-02,7,Mobile,0
933,179,2024-11-02,8,Mobile,0
102,183,2024-11-02,116,Web,1
102,189,2024-11-02,50,Tablet,0
102,120,2024-11-02,9,Smart TV,0
102,125,2024-11-02,22,Web,0
134,116,2024-11-02,23,Smart TV,0
134,184,2024-11-02,87,Web,0
134,177,2024-11-02,70,Smart TV,0
306,13,2024-11-02,120,Smart TV,1
306,152,2024-11-02,98,Tablet,1
306,67,2024-11-02,65,Tablet,0
46,134,2024-11-02,66,Tablet,0
46,75,2024-11-02,75,Tablet,0
46,136,2024-11-02,68,Tablet,0
46,78,2024-11-02,40,Web,0
360,158,2024-11-02,88,Smart TV,0
610,56,2024-11-02,31,Smart TV,0
610,59,2024-11-02,97,Mobile,1
610,195,2024-11-02,87,Web,0
610,144,2024-11-02,17,Web,0
610,13,2024-11-02,31,Mobile,0
998,191,2024-11-02,14,Tablet,0
998,47,2024-11-02,23,Web,0
626,185,2024-11-02,24,Web,0
626,113,2024-11-02,102,Tablet,1
442,72,2024-11-02,65,Mobile,0
644,119,2024-11-02,64,Tablet,0
644,10,2024-11-02,99,Tablet,1
644,135,2024-11-02,93,Tablet,0
644,61,2024-11-02,92,Smart TV,0
82,167,2024-11-02,34,Smart TV,0
297,40,2024-11-02,68,Web,0
297,13,2024-11-02,34,Mobile,0
297,163,2024-11-02,104,Tablet,1
297,169,2024-11-02,25,Mobile,0
297,193,2024-11-02,48,Web,0
10,91,2024-11-02,44,Mobile,0
10,171,2024-11-02,50,Web,0
178,132,2024-11-02,53,Tablet,0
31,93,2024-11-02,29,Mobile,0
31,40,2024-11-02,106,Smart TV,1
31,78,2024-11-02,36,Mobile,0
353,149,2024-11-02,81,Mobile,0
353,132,2024-11-02,29,Tablet,0
176,165,2024-11-02,78,Mobile,0
176,72,2024-11-02,58,Web,0
176,12,2024-11-02,56,Tablet,0
319,95,2024-11-02,18,Tablet,0
319,117,2024-11-02,7,Smart TV,0
319,75,2024-11-02,50,Web,0
737,162,2024-11-02,96,Tablet,1
204,173,2024-11-02,79,Mobile,0
204,95,2024-11-02,78,Tablet,0
204,131,2024-11-02,40,Web,0
204,16,2024-11-02,35,Mobile,0
204,148,2024-11-02,115,Smart TV,1
420,121,2024-11-02,78,Smart TV,0
420,116,2024-11-02,106,Smart TV,1
420,75,2024-11-02,47,Mobile,0
420,35,2024-11-02,100,Web,1
420,54,2024-11-02,19,Tablet,0
920,101,2024-11-02,115,Web,1
562,106,2024-11-02,85,Web,0
562,125,2024-11-02,84,Tablet,0
562,37,2024-11-02,14,Mobile,0
562,69,2024-11-02,115,Smart TV,1
698,63,2024-11-02,96,Tablet,1
698,179,2024-11-02,113,Smart TV,1
698,147,2024-11-02,27,Mobile,0
698,70,2024-11-02,111,Tablet,1
698,194,2024-11-02,78,Tablet,0
301,40,2024-11-02,101,Tablet,1
301,90,2024-11-02,2,Tablet,0
301,43,2024-11-02,85,Smart TV,0
301,173,2024-11-02,38,Smart TV,0
301,53,2024-11-02,70,Mobile,0
107,139,2024-11-02,118,Web,1
107,157,2024-11-02,95,Mobile,0
107,93,2024-11-02,58,Tablet,0
107,110,2024-11-02,98,Tablet,1
107,181,2024-11-02,94,Web,0
845,12,2024-11-02,95,Tablet,0
845,87,2024-11-02,117,Mobile,1
845,158,2024-11-02,7,Tablet,0
105,5,2024-11-02,67,Mobile,0
105,24,2024-11-02,54,Smart TV,0
105,71,2024-11-02,54,Mobile,0
100,28,2024-11-02,93,Web,0
100,150,2024-11-02,58,Tablet,0
68,101,2024-11-02,3,Tablet,0
68,133,2024-11-02,61,Web,0
68,113,2024-11-02,53,Web,0
68,38,2024-11-02,64,Tablet,0
525,82,2024-11-02,7,Smart TV,0
525,199,2024-11-02,100,Web,1
525,39,2024-11-02,73,Web,0
208,73,2024-11-02,53,Smart TV,0
208,68,2024-11-02,74,Smart TV,0
665,16,2024-11-02,118,Smart TV,1
665,9,2024-11-02,15,Smart TV,0
665,69,2024-11-02,30,Mobile,0
665,186,2024-11-02,56,Web,0
665,23,2024-11-02,75,Web,0
305,81,2024-11-02,82,Mobile,0
483,173,2024-11-02,34,Tablet,0
483,153,2024-11-02,8,Mobile,0
483,186,2024-11-02,73,Web,0
483,90,2024-11-02,9,Mobile,0
483,63,2024-11-02,83,Web,0
397,47,2024-11-02,116,Tablet,1
397,50,2024-11-02,29,Web,0
397,31,2024-11-02,83,Smart TV,0
397,102,2024-11-02,41,Mobile,0
397,5,2024-11-02,103,Smart TV,1
417,109,2024-11-02,60,Web,0
417,47,2024-11-02,12,Smart TV,0
417,174,2024-11-02,6,Tablet,0
356,54,2024-11-02,112,Smart TV,1
356,60,2024-11-02,10,Mobile,0
356,7,2024-11-02,119,Tablet,1
356,175,2024-11-02,38,Mobile,0
356,61,2024-11-02,52,Tablet,0
707,101,2024-11-02,120,Mobile,1
707,21,2024-11-02,46,Web,0
707,187,2024-11-02,10,Web,0
707,71,2024-11-02,22,Smart TV,0
707,190,2024-11-02,27,Mobile,0
225,179,2024-11-02,77,Tablet,0
225,72,2024-11-02,102,Tablet,1
941,59,2024-11-02,17,Web,0
193,117,2024-11-02,22,Mobile,0
193,13,2024-11-02,15,Smart TV,0
193,51,2024-11-02,107,Mobile,1
808,139,2024-11-02,77,Mobile,0
808,88,2024-11-02,111,Tablet,1
808,166,2024-11-02,52,Smart TV,0
808,142,2024-11-02,38,Mobile,0
155,109,2024-11-02,23,Smart TV,0
585,181,2024-11-02,109,Web,1
98,188,2024-11-02,30,Tablet,0
98,89,2024-11-02,103,Smart TV,1
98,96,2024-11-02,69,Mobile,0
98,54,2024-11-02,70,Smart TV,0
269,77,2024-11-02,45,Tablet,0
269,97,2024-11-02,87,Mobile,0
269,135,2024-11-02,65,Web,0
269,12,2024-11-02,41,Smart TV,0
326,49,2024-11-02,66,Tablet,0
326,140,2024-11-02,119,Mobile,1
966,42,2024-11-02,52,Mobile,0
966,181,2024-11-02,61,Web,0
966,11,2024-11-02,23,Web,0
502,50,2024-11-02,41,Web,0
915,194,2024-11-02,103,Tablet,1
915,197,2024-11-02,47,Mobile,0
915,82,2024-11-02,58,Mobile,0
915,88,2024-11-02,113,Web,1
915,100,2024-11-02,4,Web,0
12,26,2024-11-02,51,Mobile,0
12,138,2024-11-02,36,Web,0
12,175,2024-11-02,6,Smart TV,0
12,20,2024-11-02,88,Tablet,0
797,137,2024-11-02,93,Mobile,0
797,36,2024-11-02,94,Web,0
797,169,2024-11-02,25,Web,0
797,121,2024-11-02,81,Web,0
334,17,2024-11-02,49,Smart TV,0
334,74,2024-11-02,68,Mobile,0
334,164,2024-11-02,45,Tablet,0
448,123,2024-11-02,57,Smart TV,0
448,188,2024-11-02,18,Web,0
448,75,2024-11-02,41,Web,0
791,133,2024-11-02,60,Mobile,0
791,106,2024-11-02,45,Tablet,0
791,3,2024-11-02,82,Smart TV,0
791,8,2024-11-02,4,Smart TV,0
769,64,2024-11-02,85,Mobile,0
769,12,2024-11-02,18,Tablet,0
769,75,2024-11-02,72,Mobile,0
769,11,2024-11-02,57,Mobile,0
769,63,2024-11-02,45,Mobile,0
428,136,2024-11-02,8,Smart TV,0
428,24,2024-11-02,40,Tablet,0
428,123,2024-11-02,85,Mobile,0
428,97,2024-11-02,56,Tablet,0
785,3,2024-11-02,16,Tablet,0
785,39,2024-11-02,61,Smart TV,0
402,170,2024-11-02,113,Smart TV,1
402,180,2024-11-02,62,Smart TV,0
402,19,2024-11-02,95,Mobile,0
402,100,2024-11-02,30,Tablet,0
137,67,2024-11-02,42,Mobile,0
137,198,2024-11-02,103,Web,1
137,173,2024-11-02,85,Mobile,0
137,63,2024-11-02,21,Tablet,0
137,55,2024-11-02,42,Smart TV,0
676,200,2024-11-02,23,Tablet,0
236,132,2024-11-02,86,Tablet,0
236,173,2024-11-02,41,Mobile,0
611,108,2024-11-02,57,Mobile,0
611,139,2024-11-02,119,Tablet,1
611,165,2024-11-02,62,Web,0
611,91,2024-11-02,78,Tablet,0
611,131,2024-11-02,27,Smart TV,0
261,129,2024-11-02,94,Web,0
261,75,2024-11-02,108,Mobile,1
261,181,2024-11-02,38,Web,0
264,26,2024-11-02,54,Smart TV,0
264,116,2024-11-02,118,Web,1
264,68,2024-11-02,95,Smart TV,0
283,75,2024-11-02,119,Web,1
629,9,2024-11-02,63,Tablet,0
629,40,2024-11-02,32,Smart TV,0
629,182,2024-11-02,104,Smart TV,1
629,93,2024-11-02,34,Mobile,0
629,114,2024-11-02,17,Tablet,0
241,130,2024-11-02,4,Mobile,0
241,25,2024-11-02,5,Smart TV,0
241,162,2024-11-02,41,Web,0
241,43,2024-11-02,38,Web,0
241,26,2024-11-02,86,Tablet,0
280,51,2024-11-02,95,Mobile,0
415,135,2024-11-02,82,Tablet,0
415,174,2024-11-02,39,Tablet,0
638,43,2024-11-02,37,Smart TV,0
638,192,2024-11-02,21,Mobile,0
638,178,2024-11-02,28,Web,0
638,196,2024-11-02,104,Smart TV,1
638,61,2024-11-02,117,Smart TV,1
914,193,2024-11-02,61,Tablet,0
914,166,2024-11-02,17,Tablet,0
914,147,2024-11-02,18,Tablet,0
118,171,2024-11-02,77,Tablet,0
118,24,2024-11-02,8,Web,0
118,141,2024-11-02,82,Tablet,0
118,172,2024-11-02,95,Web,0
118,99,2024-11-02,24,Mobile,0
106,68,2024-11-02,11,Tablet,0
106,28,2024-11-02,2,Smart TV,0
106,2,2024-11-02,43,Mobile,0
37,23,2024-11-02,52,Web,0
216,155,2024-11-02,31,Web,0
216,186,2024-11-02,109,Web,1
216,118,2024-11-02,3,Smart TV,0
216,191,2024-11-02,97,Tablet,1
216,179,2024-11-02,119,Smart TV,1
188,177,2024-11-02,120,Tablet,1
188,78,2024-11-02,61,Tablet,0
647,80,2024-11-02,49,Tablet,0
647,183,2024-11-02,65,Tablet,0
647,154,2024-11-02,97,Tablet,1
862,42,2024-11-02,106,Mobile,1
862,91,2024-11-02,35,Web,0
862,84,2024-11-02,101,Tablet,1
862,96,2024-11-02,82,Smart TV,0
701,152,2024-11-02,54,Tablet,0
701,92,2024-11-02,28,Mobile,0
701,122,2024-11-02,9,Smart TV,0
701,158,2024-11-02,48,Smart TV,0
648,114,2024-11-02,40,Tablet,0
648,148,2024-11-02,58,Mobile,0
648,98,2024-11-02,116,Mobile,1
331,21,2024-11-02,29,Smart TV,0
331,49,2024-11-02,20,Smart TV,0
331,146,2024-11-02,99,Smart TV,1
331,169,2024-11-02,80,Tablet,0
331,177,2024-11-02,99,Smart TV,1
109,168,2024-11-02,116,Tablet,1
109,83,2024-11-02,82,Mobile,0
690,63,2024-11-02,16,Web,0
690,194,2024-11-02,102,Tablet,1
630,144,2024-11-02,29,Web,0
815,118,2024-11-02,103,Smart TV,1
815,180,2024-11-02,44,Smart TV,0
815,45,2024-11-02,7,Smart TV,0
815,69,2024-11-02,99,Mobile,1
658,146,2024-11-02,38,Tablet,0
658,192,2024-11-02,39,Web,0
658,111,2024-11-02,38,Web,0
658,56,2024-11-02,86,Web,0
838,5,2024-11-02,4,Mobile,0
838,54,2024-11-02,3,Web,0
838,124,2024-11-02,1,Web,0
838,51,2024-11-02,72,Mobile,0
936,120,2024-11-02,113,Mobile,1
936,37,2024-11-02,3,Web,0
936,138,2024-11-02,92,Mobile,0
936,6,2024-11-02,62,Mobile,0
391,43,2024-11-02,14,Smart TV,0
391,41,2024-11-02,81,Smart TV,0
391,120,2024-11-02,47,Web,0
391,131,2024-11-02,102,Mobile,1
3,170,2024-11-02,74,Mobile,0
3,135,2024-11-02,36,Mobile,0
3,157,2024-11-02,48,Tablet,0
3,170,2024-11-02,79,Web,0
125,109,2024-11-02,119,Web,1
125,79,2024-11-02,110,Mobile,1
88,43,2024-11-02,4,Web,0
88,188,2024-11-02,67,Web,0
88,121,2024-11-02,20,Mobile,0
141,31,2024-11-02,56,Mobile,0
141,54,2024-11-02,51,Tablet,0
141,183,2024-11-02,77,Smart TV,0
141,161,2024-11-02,38,Mobile,0
355,74,2024-11-02,120,Mobile,1
314,66,2024-11-02,23,Mobile,0
413,81,2024-11-02,88,Tablet,0
413,154,2024-11-02,14,Mobile,0
413,162,2024-11-02,10,Tablet,0
413,111,2024-11-02,107,Web,1
853,103,2024-11-02,86,Web,0
853,10,2024-11-02,55,Web,0
853,7,2024-11-02,114,Mobile,1
853,120,2024-11-02,35,Web,0
733,185,2024-11-02,102,Tablet,1
733,61,2024-11-02,62,Mobile,0
733,83,2024-11-02,58,Smart TV,0
781,89,2024-11-02,32,Web,0
829,198,2024-11-02,108,Web,1
829,164,2024-11-02,111,Web,1
829,119,2024-11-02,89,Web,0
981,184,2024-11-02,67,Web,0
981,182,2024-11-02,117,Tablet,1
981,121,2024-11-02,115,Mobile,1
981,155,2024-11-02,21,Mobile,0
981,46,2024-11-02,7,Web,0
608,87,2024-11-02,42,Smart TV,0
608,106,2024-11-02,42,Mobile,0
308,148,2024-11-02,100,Web,1
308,98,2024-11-02,66,Tablet,0
308,1,2024-11-02,108,Mobile,1
308,95,2024-11-02,22,Web,0
308,25,2024-11-02,59,Web,0
802,41,2024-11-02,116,Tablet,1
802,157,2024-11-02,100,Web,1
160,153,2024-11-02,9,Web,0
160,117,2024-11-02,100,Mobile,1
868,52,2024-11-02,113,Smart TV,1
868,33,2024-11-02,100,Mobile,1
868,32,2024-11-02,18,Web,0
868,103,2024-11-02,21,Tablet,0
868,62,2024-11-02,95,Web,0
762,138,2024-11-02,66,Tablet,0
762,141,2024-11-02,45,Tablet,0
762,145,2024-11-02,27,Web,0
367,94,2024-11-02,41,Tablet,0
367,52,2024-11-02,27,Smart TV,0
622,18,2024-11-02,39,Tablet,0
622,98,2024-11-02,18,Smart TV,0
622,162,2024-11-02,36,Web,0
514,145,2024-11-02,4,Tablet,0
514,101,2024-11-02,28,Mobile,0
514,90,2024-11-02,66,Smart TV,0
874,145,2024-11-02,70,Smart TV,0
874,71,2024-11-02,51,Tablet,0
874,18,2024-11-02,93,Tablet,0
874,32,2024-11-02,111,Tablet,1
8,75,2024-11-02,35,Tablet,0
8,170,2024-11-02,87,Mobile,0
8,164,2024-11-02,52,Smart TV,0
8,124,2024-11-02,120,Web,1
8,140,2024-11-02,119,Smart TV,1
794,8,2024-11-02,99,Smart TV,1
794,28,2024-11-02,55,Web,0
794,165,2024-11-02,5,Web,0
794,120,2024-11-02,23,Web,0
794,153,2024-11-02,93,Tablet,0
940,59,2024-11-02,60,Tablet,0
940,190,2024-11-02,72,Mobile,0
940,22,2024-11-02,36,Mobile,0
85,177,2024-11-02,31,Web,0
678,16,2024-11-02,23,Web,0
678,148,2024-11-02,74,Web,0
678,22,2024-11-02,117,Tablet,1
678,113,2024-11-02,40,Web,0
679,108,2024-11-02,73,Tablet,0
679,48,2024-11-02,61,Smart TV,0
828,56,2024-11-02,84,Web,0
828,115,2024-11-02,1,Mobile,0
828,42,2024-11-02,36,Web,0
828,74,2024-11-02,38,Mobile,0
828,5,2024-11-02,105,Web,1
237,64,2024-11-02,94,Smart TV,0
237,60,2024-11-02,97,Mobile,1
237,171,2024-11-02,6,Tablet,0
237,136,2024-11-02,99,Mobile,1
237,47,2024-11-02,12,Tablet,0
790,60,2024-11-02,27,Tablet,0
898,23,2024-11-02,51,Smart TV,0
651,44,2024-11-02,84,Smart TV,0
651,150,2024-11-02,105,Smart TV,1
651,15,2024-11-02,59,Mobile,0
651,179,2024-11-02,85,Tablet,0
590,150,2024-11-02,103,Tablet,1
590,54,2024-11-02,73,Smart TV,0
170,169,2024-11-02,75,Smart TV,0
170,45,2024-11-02,108,Tablet,1
364,146,2024-11-02,52,Smart TV,0
364,2,2024-11-02,21,Smart TV,0
364,103,2024-11-02,8,Smart TV,0
691,193,2024-11-02,67,Tablet,0
691,43,2024-11-02,44,Mobile,0
691,30,2024-11-02,43,Web,0
691,183,2024-11-02,6,Mobile,0
691,25,2024-11-02,100,Smart TV,1
967,91,2024-11-02,87,Smart TV,0
967,143,2024-11-02,86,Web,0
453,71,2024-11-02,101,Smart TV,1
503,33,2024-11-02,111,Mobile,1
503,195,2024-11-02,40,Smart TV,0
503,153,2024-11-02,84,Smart TV,0
503,125,2024-11-02,78,Mobile,0
503,13,2024-11-02,1,Web,0
471,115,2024-11-02,111,Smart TV,1
471,36,2024-11-02,66,Smart TV,0
471,50,2024-11-02,32,Tablet,0
252,85,2024-11-02,1,Tablet,0
252,8,2024-11-02,11,Tablet,0
252,16,2024-11-02,13,Smart TV,0
252,176,2024-11-02,49,Smart TV,0
818,180,2024-11-02,66,Smart TV,0
818,167,2024-11-02,59,Mobile,0
818,12,2024-11-02,90,Tablet,0
818,190,2024-11-02,40,Smart TV,0
818,166,2024-11-02,56,Mobile,0
960,52,2024-11-02,99,Tablet,1
957,189,2024-11-02,113,Mobile,1
957,6,2024-11-02,80,Tablet,0
957,49,2024-11-02,41,Tablet,0
103,90,2024-11-02,1,Mobile,0
570,155,2024-11-02,17,Tablet,0
549,89,2024-11-02,96,Mobile,1
549,69,2024-11-02,13,Mobile,0
549,4,2024-11-02,60,Tablet,0
549,112,2024-11-02,69,Tablet,0
840,133,2024-11-02,94,Smart TV,0
840,189,2024-11-02,86,Web,0
840,144,2024-11-02,103,Mobile,1
840,161,2024-11-02,105,Mobile,1
302,41,2024-11-02,98,Tablet,1
302,75,2024-11-02,82,Web,0
302,87,2024-11-02,67,Mobile,0
302,3,2024-11-02,8,Web,0
302,43,2024-11-02,79,Web,0
489,8,2024-11-02,87,Mobile,0
489,106,2024-11-02,42,Web,0
489,86,2024-11-02,15,Smart TV,0
489,196,2024-11-02,57,Smart TV,0
489,62,2024-11-02,39,Smart TV,0
550,30,2024-11-02,22,Smart TV,0
550,122,2024-11-02,100,Smart TV,1
550,38,2024-11-02,79,Web,0
603,27,2024-11-02,14,Mobile,0
603,93,2024-11-02,41,Mobile,0
603,53,2024-11-02,66,Tablet,0
603,146,2024-11-02,17,Tablet,0
876,46,2024-11-02,75,Tablet,0
500,108,2024-11-02,116,Smart TV,1
500,61,2024-11-02,107,Web,1
500,181,2024-11-02,69,Mobile,0
500,109,2024-11-02,10,Tablet,0
303,192,2024-11-02,36,Mobile,0
303,119,2024-11-02,33,Web,0
303,96,2024-11-02,7,Mobile,0
654,2,2024-11-02,69,Tablet,0
654,124,2024-11-02,76,Web,0
654,101,2024-11-02,7,Mobile,0
654,52,2024-11-02,50,Tablet,0
81,10,2024-11-02,94,Web,0
81,16,2024-11-02,21,Smart TV,0
81,126,2024-11-02,112,Web,1
81,74,2024-11-02,11,Tablet,0
81,121,2024-11-02,26,Mobile,0
983,136,2024-11-02,100,Smart TV,1
983,51,2024-11-02,57,Web,0
983,188,2024-11-02,33,Tablet,0
983,18,2024-11-02,109,Web,1
983,77,2024-11-02,102,Mobile,1
117,28,2024-11-02,56,Tablet,0
117,158,2024-11-02,10,Mobile,0
117,69,2024-11-02,110,Mobile,1
117,78,2024-11-02,116,Web,1
246,161,2024-11-02,26,Web,0
246,173,2024-11-02,28,Smart TV,0
246,44,2024-11-02,93,Mobile,0
830,130,2024-11-02,117,Smart TV,1
830,48,2024-11-02,19,Web,0
254,34,2024-11-02,1,Smart TV,0
254,131,2024-11-02,35,Tablet,0
254,46,2024-11-02,44,Smart TV,0
254,143,2024-11-02,52,Smart TV,0
787,189,2024-11-02,68,Smart TV,0
271,175,2024-11-02,108,Tablet,1
271,95,2024-11-02,68,Tablet,0
271,114,2024-11-02,76,Mobile,0
271,121,2024-11-02,7,Mobile,0
271,92,2024-11-02,71,Tablet,0
